ｽﾃｯﾌﾟ#1
,ｿﾘｯﾄﾞ要素番号,中心(X),中心(Y),中心(Z)
1,1,0.165016502141953,0.0755018543620736,-0.026114450801856
2,2,0.165016502141953,0.226520501077175,-0.0260229650175461
3,3,0.165016502141953,0.377538993954659,-0.0258402406361711
4,4,0.165016502141953,0.528557002544403,-0.0255663038915372
5,5,0.165016502141953,0.679574996232986,-0.0252011542179389
6,6,0.165016502141953,0.83059298992157,-0.0247447680740152
7,7,0.165016502141953,0.981610983610153,-0.02419714271673
8,8,0.165016502141953,1.1326299905777,-0.0235583019675687
9,9,0.165016502141953,1.28364503383636,-0.0228282517637126
10,10,0.165016502141953,1.43466001749039,-0.0220069644856267
11,11,0.165016502141953,0.0755018543620736,-0.0867489771917462
12,12,0.165016502141953,0.226520501077175,-0.0866571022197604
13,13,0.165016502141953,0.377538993954659,-0.0864741010591388
14,14,0.165016502141953,0.528557002544403,-0.0861999997869134
15,15,0.165016502141953,0.679574996232986,-0.0858345506712794
16,16,0.165016502141953,0.83059298992157,-0.0853779753670096
17,17,0.165016502141953,0.981610983610153,-0.084830024279654
18,18,0.165016502141953,1.1326299905777,-0.0841909740120173
19,19,0.165016502141953,1.28364503383636,-0.0834608236327767
20,20,0.165016502141953,1.43466001749039,-0.082639048807323
21,21,0.165016502141953,0.0755018543620736,-0.166753504425287
22,22,0.165016502141953,0.226520501077175,-0.166661504656076
23,23,0.165016502141953,0.377538993954659,-0.166478503495455
24,24,0.165016502141953,0.528557002544403,-0.166204500943422
25,25,0.165016502141953,0.679574996232986,-0.165838999673724
26,26,0.165016502141953,0.83059298992157,-0.165382500737906
27,27,0.165016502141953,0.981610983610153,-0.164834501221776
28,28,0.165016502141953,1.1326299905777,-0.164195248857141
29,29,0.165016502141953,1.28364503383636,-0.163464998826385
30,30,0.165016502141953,1.43466001749039,-0.162643248215318
31,31,0.165016502141953,0.0755018543620736,-0.272319752722979
32,32,0.165016502141953,0.226520501077175,-0.272227752953768
33,33,0.165016502141953,0.377538993954659,-0.272045005112886
34,34,0.165016502141953,0.528557002544403,-0.271771002560854
35,35,0.165016502141953,0.679574996232986,-0.271405503153801
36,36,0.165016502141953,0.83059298992157,-0.270948752760887
37,37,0.165016502141953,0.981610983610153,-0.270400751382113
38,38,0.165016502141953,1.1326299905777,-0.269761495292187
39,39,0.165016502141953,1.28364503383636,-0.269030995666981
40,40,0.165016502141953,1.43466001749039,-0.268209494650364
41,41,0.165016502141953,0.0755018543620736,-0.411615252494812
42,42,0.165016502141953,0.226520501077175,-0.411523252725601
43,43,0.165016502141953,0.377538993954659,-0.41134050488472
44,44,0.165016502141953,0.528557002544403,-0.411066502332687
45,45,0.165016502141953,0.679574996232986,-0.410701006650925
46,46,0.165016502141953,0.83059298992157,-0.410244256258011
47,47,0.165016502141953,0.981610983610153,-0.409696251153946
48,48,0.165016502141953,1.1326299905777,-0.40905724465847
49,49,0.165016502141953,1.28364503383636,-0.408326998353004
50,50,0.165016502141953,1.43466001749039,-0.407505497336388
51,51,0.165016502141953,0.0755018543620736,-0.595414504408836
52,52,0.165016502141953,0.226520501077175,-0.595323011279106
53,53,0.165016502141953,0.377538993954659,-0.595140509307384
54,54,0.165016502141953,0.528557002544403,-0.594866506755352
